Crop,Crop_Year,Season,State,Area,Production,Annual_Rainfall,Fertilizer,Pesticide,Yield
Peas & beans (Pulses),2021,Whole Year,Tripura,4599.76,4077.83,695.88,737369.3,2189.93,0.89
other oilseeds,2021,Whole Year,Tripura,2876.51,2585.81,695.88,555720.86,891.94,0.9
Other Cereals,2021,Whole Year,Tripura,276.23,281.71,695.88,39619.18,115.19,1.02
Cowpea(Lobia),2021,Whole Year,Tripura,1437.11,1162.6,695.88,225753.76,507.47,0.81
Oilseeds total,2021,Whole Year,Tripura,2275.81,4882.17,695.88,249469.94,499.84,2.15
Guar seed,2021,Whole Year,Tripura,8602.36,13324.65,695.88,1463422.24,2578.8,1.55
Other Summer Pulses,2021,Whole Year,Tripura,6262.3,10122.39,695.88,570994.2,3088.86,1.62
Moth,2021,Whole Year,Tripura,2038.09,4308.48,695.88,227214.77,889.79,2.11
Cotton(lint),2021,Kharif,Tripura,2917.39,7132.47,695.88,540656.26,1060.79,2.44
Maize,2021,Kharif,Tripura,3288.15,19951.64,695.88,283733.67,1543.12,6.07
Rice,2021,Kharif,Tripura,6114.29,25761.72,695.88,682390.44,2918.42,4.21
Groundnut,2021,Kharif,Tripura,5363.34,5097.78,695.88,878245.21,1221.17,0.95
Soyabean,2021,Kharif,Tripura,7898.65,10784.93,695.88,1352625.6,3290.51,1.37
Gram,2021,Rabi,Tripura,4192.48,7074.28,695.88,421486.06,890.37,1.69
Potato,2021,Rabi,Tripura,2964.43,172102.86,695.88,524187.49,1002.75,58.06
Rapeseed &Mustard,2021,Rabi,Tripura,6176.02,14063.48,695.88,1044535.96,2099.03,2.28
Wheat,2021,Rabi,Tripura,4461.77,23174.52,695.88,537017.97,1630.33,5.19
Arecanut,2021,Autumn,Tripura,9030.79,15383.81,695.88,1769072.74,1989.15,1.7
Arhar/Tur,2021,Autumn,Tripura,9052.37,18050.98,695.88,1154306.24,2993.91,1.99
Castor seed,2021,Autumn,Tripura,391.07,568.57,695.88,62414.41,147.4,1.45
Cotton(lint),2021,Autumn,Tripura,4101.93,3074.7,695.88,481625.23,2041.59,0.75
Dry chillies,2021,Autumn,Tripura,7861.73,17024.86,695.88,644105.8,2731.83,2.17
Gram,2021,Autumn,Tripura,2066.06,4640.56,695.88,399594.95,834.99,2.25
Jute,2021,Autumn,Tripura,1402.24,1566.61,695.88,193989.94,289.66,1.12
Linseed,2021,Autumn,Tripura,4716.21,4141.81,695.88,757890.49,2250.83,0.88
Maize,2021,Autumn,Tripura,3899.04,15260.77,695.88,612469.94,958.15,3.91
Mesta,2021,Autumn,Tripura,9458.65,11697.35,695.88,1735265.02,3854.12,1.24
Niger seed,2021,Autumn,Tripura,2388.52,2176.75,695.88,330925.59,1030.29,0.91
Onion,2021,Autumn,Tripura,7248.5,12006.43,695.88,895899.44,2021.2,1.66
Other Rabi pulses,2021,Autumn,Tripura,1102.72,1118.29,695.88,182762.62,419.73,1.01
Potato,2021,Autumn,Tripura,6461.5,208497.32,695.88,912566.56,1797.33,32.27
Rapeseed &Mustard,2021,Autumn,Tripura,8411.6,12101.86,695.88,867762.77,2576.12,1.44
Rice,2021,Autumn,Tripura,5743.86,22087.39,695.88,780471.06,2516.36,3.85
Sesamum,2021,Autumn,Tripura,6019.6,10340.77,695.88,660881.67,1293.09,1.72
Small millets,2021,Autumn,Tripura,7208.89,9354.63,695.88,1382066.5,3469.79,1.3
Sugarcane,2021,Autumn,Tripura,384.96,18558.46,695.88,48582.27,86.42,48.21
Sweet potato,2021,Autumn,Tripura,9028.11,17626.76,695.88,1352921.89,2321.77,1.95
Tapioca,2021,Autumn,Tripura,7190.47,5314.07,695.88,691622.86,2452.21,0.74
Tobacco,2021,Autumn,Tripura,1081.2,1982.43,695.88,163146.61,386.24,1.83
Turmeric,2021,Autumn,Tripura,8168.75,8637.18,695.88,1405515.16,3042.42,1.06
Wheat,2021,Autumn,Tripura,2985.52,7262.01,695.88,242720.35,641.94,2.43
Bajra,2021,Autumn,Tripura,6251.08,12020.62,695.88,1065937.57,1516.97,1.92
Black pepper,2021,Autumn,Tripura,3269.26,2607.38,695.88,376874.12,914.19,0.8
Cardamom,2021,Autumn,Tripura,6626.72,8805.22,695.88,926108.83,1633.94,1.33
Coriander,2021,Autumn,Tripura,1717.35,1592.2,695.88,240897.68,355.14,0.93
Garlic,2021,Autumn,Tripura,7633.39,10385.9,695.88,1214932.28,2127.12,1.36
Ginger,2021,Autumn,Tripura,5702.87,9163.12,695.88,970858.01,1864.28,1.61
Groundnut,2021,Autumn,Tripura,8251.02,19008.31,695.88,1554360.81,2226.87,2.3
Horse-gram,2021,Autumn,Tripura,1436.11,2084.3,695.88,251340.41,461.0,1.45
Jowar,2021,Autumn,Tripura,4968.42,9952.98,695.88,402405.95,1550.81,2.0
Ragi,2021,Autumn,Tripura,7019.46,12633.78,695.88,785451.6,2847.71,1.8
Cashewnut,2021,Autumn,Tripura,8603.85,17057.14,695.88,733649.17,3405.59,1.98
Banana,2021,Autumn,Tripura,1915.69,51622.23,695.88,293836.72,456.6,26.95
Soyabean,2021,Autumn,Tripura,8584.11,17876.79,695.88,1019909.76,3129.39,2.08
Barley,2021,Autumn,Tripura,2868.33,6955.37,695.88,339745.34,650.49,2.42
Khesari,2021,Autumn,Tripura,1214.03,1827.19,695.88,237021.74,299.91,1.51
Masoor,2021,Autumn,Tripura,5563.84,5288.52,695.88,1007004.81,2114.29,0.95
Moong(Green Gram),2021,Autumn,Tripura,1833.45,3204.67,695.88,216944.09,714.3,1.75
Other Kharif pulses,2021,Autumn,Tripura,2231.12,3588.63,695.88,438192.39,1009.44,1.61
Safflower,2021,Autumn,Tripura,6171.47,8372.53,695.88,592298.89,2878.18,1.36
Sannhamp,2021,Autumn,Tripura,6225.74,7215.4,695.88,842492.07,2085.06,1.16
Sunflower,2021,Autumn,Tripura,3273.97,3389.21,695.88,557372.95,821.4,1.04
Urad,2021,Autumn,Tripura,5720.36,4565.04,695.88,613398.83,1845.07,0.8
Peas & beans (Pulses),2021,Autumn,Tripura,6451.89,11133.83,695.88,977861.99,3125.01,1.73
other oilseeds,2021,Autumn,Tripura,4104.18,8435.68,695.88,643631.09,1067.03,2.06
Other Cereals,2021,Autumn,Tripura,6587.09,6269.65,695.88,1070711.79,2647.29,0.95
Cowpea(Lobia),2021,Autumn,Tripura,3953.83,7985.98,695.88,489570.79,1223.82,2.02
Oilseeds total,2021,Autumn,Tripura,798.62,959.18,695.88,111836.02,213.19,1.2
Guar seed,2021,Autumn,Tripura,5810.97,10006.19,695.88,487351.14,2257.81,1.72
Other Summer Pulses,2021,Autumn,Tripura,7013.31,4563.82,695.88,822043.43,2411.92,0.65
Moth,2021,Autumn,Tripura,2936.63,2961.63,695.88,427622.8,801.71,1.01
Arecanut,2021,Summer,Tripura,7872.07,10742.0,695.88,780967.16,3231.74,1.36
Arhar/Tur,2021,Summer,Tripura,4322.24,5403.46,695.88,369715.35,1871.49,1.25
Castor seed,2021,Summer,Tripura,6728.5,12997.74,695.88,1086304.11,1572.16,1.93
Cotton(lint),2021,Summer,Tripura,5312.94,7073.35,695.88,713278.51,2340.0,1.33
Dry chillies,2021,Summer,Tripura,2810.45,6233.6,695.88,276036.93,1344.93,2.22
Gram,2021,Summer,Tripura,4704.0,4271.86,695.88,489478.69,1010.52,0.91
Jute,2021,Summer,Tripura,4596.15,7705.11,695.88,761138.52,1697.06,1.68
Linseed,2021,Summer,Tripura,1313.27,2281.38,695.88,137243.36,302.99,1.74
Maize,2021,Summer,Tripura,2966.65,6249.82,695.88,309128.4,1056.09,2.11
Mesta,2021,Summer,Tripura,5533.46,7173.51,695.88,1092719.49,2746.24,1.3
Niger seed,2021,Summer,Tripura,7182.62,16640.17,695.88,1409559.33,2248.33,2.32
Onion,2021,Summer,Tripura,5011.99,12101.15,695.88,765190.94,1482.26,2.41
Other Rabi pulses,2021,Summer,Tripura,1116.8,1772.7,695.88,149535.45,236.33,1.59
Potato,2021,Summer,Tripura,2626.26,153103.32,695.88,472474.73,900.61,58.3
Rapeseed &Mustard,2021,Summer,Tripura,3045.3,5540.1,695.88,547417.49,982.46,1.82
Rice,2021,Summer,Tripura,9983.76,24715.12,695.88,1045220.62,4563.9,2.48
Sesamum,2021,Summer,Tripura,7025.22,12236.63,695.88,867493.64,2400.91,1.74
Small millets,2021,Summer,Tripura,6467.33,12655.36,695.88,810168.25,2277.45,1.96
Sugarcane,2021,Summer,Tripura,9250.93,362696.69,695.88,1846408.24,1974.13,39.21
Sweet potato,2021,Summer,Tripura,8154.06,18003.35,695.88,731792.2,3352.85,2.21
Tapioca,2021,Summer,Tripura,5046.93,3983.12,695.88,857168.58,1693.7,0.79
Tobacco,2021,Summer,Tripura,276.71,623.4,695.88,31610.22,102.53,2.25
Turmeric,2021,Summer,Tripura,4632.59,6100.0,695.88,494668.93,1878.76,1.32
Wheat,2021,Summer,Tripura,3260.29,16632.02,695.88,506037.85,1337.45,5.1
Bajra,2021,Summer,Tripura,4888.37,6988.82,695.88,527011.94,1625.11,1.43
Black pepper,2021,Summer,Tripura,6821.84,9905.93,695.88,1301377.44,1831.36,1.45
Cardamom,2021,Summer,Tripura,3190.89,5174.2,695.88,469390.73,666.62,1.62
Coriander,2021,Summer,Tripura,1863.17,2686.3,695.88,270457.26,898.94,1.44
Garlic,2021,Summer,Tripura,8021.09,18345.82,695.88,1512645.82,3689.29,2.29
Ginger,2021,Summer,Tripura,4420.56,8807.42,695.88,511494.67,1250.87,1.99
Groundnut,2021,Summer,Tripura,6001.56,12029.69,695.88,632587.27,1318.8,2.0
Horse-gram,2021,Summer,Tripura,7492.74,9289.91,695.88,1427547.51,2982.64,1.24
Jowar,2021,Summer,Tripura,3255.04,5671.14,695.88,326481.75,1108.47,1.74
Ragi,2021,Summer,Tripura,4439.76,4233.52,695.88,767216.8,1617.58,0.95
Cashewnut,2021,Summer,Tripura,5406.41,7872.92,695.88,886532.77,2659.11,1.46
Banana,2021,Summer,Tripura,4644.18,234622.28,695.88,915523.49,1763.41,50.52
Soyabean,2021,Summer,Tripura,734.26,960.11,695.88,129823.32,321.32,1.31
Barley,2021,Summer,Tripura,7304.61,8768.92,695.88,728016.35,1947.67,1.2
Khesari,2021,Summer,Tripura,7007.88,14179.28,695.88,792659.69,1615.78,2.02
Masoor,2021,Summer,Tripura,8091.13,7868.74,695.88,1001230.02,2080.33,0.97
Moong(Green Gram),2021,Summer,Tripura,208.99,300.83,695.88,25651.96,104.49,1.44
Other Kharif pulses,2021,Summer,Tripura,5635.75,11430.95,695.88,852505.73,2011.75,2.03
Safflower,2021,Summer,Tripura,5721.46,4785.11,695.88,1075902.63,2263.55,0.84
Sannhamp,2021,Summer,Tripura,4753.53,4994.92,695.88,509669.72,1376.5,1.05
Sunflower,2021,Summer,Tripura,5027.64,6379.26,695.88,815366.96,2284.29,1.27
Urad,2021,Summer,Tripura,5523.15,13305.98,695.88,447856.75,1222.61,2.41
Peas & beans (Pulses),2021,Summer,Tripura,5894.68,10925.24,695.88,632330.08,2823.78,1.85
other oilseeds,2021,Summer,Tripura,244.11,267.51,695.88,33906.41,66.4,1.1
Other Cereals,2021,Summer,Tripura,6210.62,7269.53,695.88,1077214.99,1640.67,1.17
Cowpea(Lobia),2021,Summer,Tripura,7006.22,14319.81,695.88,619011.48,2528.59,2.04
Oilseeds total,2021,Summer,Tripura,6828.63,11446.22,695.88,969843.92,1442.72,1.68
Guar seed,2021,Summer,Tripura,5347.39,8401.92,695.88,1064273.25,2206.69,1.57
Other Summer Pulses,2021,Summer,Tripura,1994.76,2138.66,695.88,306312.31,908.38,1.07
Moth,2021,Summer,Tripura,3218.62,7699.3,695.88,408871.01,769.07,2.39
Arecanut,2021,Winter,Tripura,576.21,823.47,695.88,59020.26,149.5,1.43
Arhar/Tur,2021,Winter,Tripura,4074.06,7278.16,695.88,757656.73,1262.46,1.79
Castor seed,2021,Winter,Tripura,1763.71,1623.85,695.88,227807.94,874.37,0.92
Cotton(lint),2021,Winter,Tripura,6010.28,5066.64,695.88,974701.98,2430.22,0.84
Dry chillies,2021,Winter,Tripura,6416.21,7658.21,695.88,961540.02,3043.92,1.19
Gram,2021,Winter,Tripura,6179.98,6591.25,695.88,667533.05,2703.38,1.07
Jute,2021,Winter,Tripura,3328.43,5468.54,695.88,322376.37,792.49,1.64
Linseed,2021,Winter,Tripura,8464.72,14813.6,695.88,722908.61,3825.43,1.75
Maize,2021,Winter,Tripura,8041.44,33190.0,695.88,1552710.24,3683.18,4.13
Mesta,2021,Winter,Tripura,1478.27,1340.0,695.88,216171.29,592.6,0.91
Niger seed,2021,Winter,Tripura,273.65,583.72,695.88,22231.32,131.49,2.13
Onion,2021,Winter,Tripura,7602.88,6991.46,695.88,967768.44,2266.44,0.92
Other Rabi pulses,2021,Winter,Tripura,9099.1,12248.73,695.88,1307269.23,3817.37,1.35
Potato,2021,Winter,Tripura,943.01,57336.74,695.88,127566.05,270.98,60.8
Rapeseed &Mustard,2021,Winter,Tripura,378.87,375.79,695.88,48837.66,93.72,0.99
Rice,2021,Winter,Tripura,8027.56,27577.25,695.88,1542998.08,3261.62,3.44
Sesamum,2021,Winter,Tripura,2473.09,4845.97,695.88,261814.84,713.43,1.96
Small millets,2021,Winter,Tripura,1783.0,1796.68,695.88,150199.54,390.84,1.01
Sugarcane,2021,Winter,Tripura,6768.02,309231.27,695.88,974187.24,1547.0,45.69
Sweet potato,2021,Winter,Tripura,7715.6,13106.53,695.88,1314305.22,2912.41,1.7
Tapioca,2021,Winter,Tripura,8525.33,10727.88,695.88,1618836.38,2961.99,1.26
Tobacco,2021,Winter,Tripura,9195.04,8374.92,695.88,891507.38,2192.84,0.91
Turmeric,2021,Winter,Tripura,7418.07,12166.23,695.88,801125.63,3506.4,1.64
Wheat,2021,Winter,Tripura,9752.24,32774.36,695.88,1103140.7,3384.7,3.36
Bajra,2021,Winter,Tripura,1364.19,3304.72,695.88,244148.47,439.22,2.42
Black pepper,2021,Winter,Tripura,2753.67,3427.75,695.88,390819.74,647.77,1.24
Cardamom,2021,Winter,Tripura,7965.03,7153.93,695.88,1473454.62,3634.55,0.9
Coriander,2021,Winter,Tripura,5106.54,11056.97,695.88,809630.54,1160.15,2.17
Garlic,2021,Winter,Tripura,4156.45,9341.03,695.88,642572.41,907.85,2.25
Ginger,2021,Winter,Tripura,8301.44,12483.36,695.88,1287966.11,1902.54,1.5
Groundnut,2021,Winter,Tripura,3358.5,4684.77,695.88,532560.31,712.89,1.39
Horse-gram,2021,Winter,Tripura,1409.52,2596.29,695.88,179349.76,365.91,1.84
Jowar,2021,Winter,Tripura,4048.71,4807.27,695.88,804615.01,1590.55,1.19
Ragi,2021,Winter,Tripura,7311.41,10860.17,695.88,1073075.69,2210.96,1.49
Cashewnut,2021,Winter,Tripura,1479.78,1702.48,695.88,132640.97,409.0,1.15
Banana,2021,Winter,Tripura,8264.26,368834.35,695.88,1467476.23,3904.71,44.63
Soyabean,2021,Winter,Tripura,1859.39,3309.07,695.88,304038.91,731.81,1.78
Barley,2021,Winter,Tripura,4921.74,9039.58,695.88,414891.38,1298.77,1.84
Khesari,2021,Winter,Tripura,110.48,84.02,695.88,9250.68,30.58,0.76
Masoor,2021,Winter,Tripura,174.31,316.2,695.88,28533.39,81.87,1.81
Moong(Green Gram),2021,Winter,Tripura,6979.5,6430.9,695.88,823958.1,2122.51,0.92
Other Kharif pulses,2021,Winter,Tripura,8041.82,12881.28,695.88,1184250.26,2408.08,1.6
Safflower,2021,Winter,Tripura,614.86,1335.34,695.88,85462.69,273.93,2.17
Sannhamp,2021,Winter,Tripura,4588.27,4755.21,695.88,704601.3,1329.77,1.04
Sunflower,2021,Winter,Tripura,9493.96,9281.25,695.88,1195239.59,3018.0,0.98
Urad,2021,Winter,Tripura,5367.09,3881.52,695.88,542837.24,2112.37,0.72
Peas & beans (Pulses),2021,Winter,Tripura,7156.93,17086.29,695.88,1161328.66,3267.31,2.39
other oilseeds,2021,Winter,Tripura,7992.63,11394.54,695.88,984482.94,3414.08,1.43
Other Cereals,2021,Winter,Tripura,479.38,946.4,695.88,80320.5,177.86,1.97
Cowpea(Lobia),2021,Winter,Tripura,8794.9,12067.92,695.88,1100365.63,4101.25,1.37
Oilseeds total,2021,Winter,Tripura,7140.1,9871.03,695.88,587191.62,1945.67,1.38
Guar seed,2021,Winter,Tripura,3609.24,6653.56,695.88,317381.84,1750.67,1.84
Other Summer Pulses,2021,Winter,Tripura,7323.6,10937.03,695.88,1174721.83,3369.11,1.49
Moth,2021,Winter,Tripura,4245.86,8014.18,695.88,402658.07,1729.15,1.89
Arecanut,2021,Whole Year,Nagaland,1860.31,3834.7,1134.37,207102.12,531.42,2.06
Arhar/Tur,2021,Whole Year,Nagaland,9129.13,24103.67,1134.37,1679191.57,2037.91,2.64
Castor seed,2021,Whole Year,Nagaland,8548.53,20127.8,1134.37,1341088.4,3672.39,2.35
Cotton(lint),2021,Whole Year,Nagaland,2536.33,4750.4,1134.37,487465.85,894.19,1.87
Dry chillies,2021,Whole Year,Nagaland,3210.99,3120.72,1134.37,418794.65,1142.32,0.97
Gram,2021,Whole Year,Nagaland,8563.18,12504.64,1134.37,1602501.66,2070.73,1.46
Jute,2021,Whole Year,Nagaland,1248.67,1939.24,1134.37,246264.54,478.7,1.55
Linseed,2021,Whole Year,Nagaland,8572.96,11943.08,1134.37,1659986.72,1819.37,1.39
Maize,2021,Whole Year,Nagaland,4504.13,14043.74,1134.37,478571.02,2012.3,3.12
Mesta,2021,Whole Year,Nagaland,1526.52,3186.72,1134.37,129421.83,474.0,2.09
Niger seed,2021,Whole Year,Nagaland,816.11,764.22,1134.37,139526.4,269.25,0.94
Onion,2021,Whole Year,Nagaland,895.06,853.73,1134.37,82745.37,194.77,0.95
Other Rabi pulses,2021,Whole Year,Nagaland,3010.07,4791.65,1134.37,556631.39,1082.66,1.59
Potato,2021,Whole Year,Nagaland,9739.37,397898.57,1134.37,1703851.79,4815.19,40.85
Rapeseed &Mustard,2021,Whole Year,Nagaland,4084.37,7126.77,1134.37,623553.47,1657.71,1.74
Rice,2021,Whole Year,Nagaland,9302.65,26019.95,1134.37,1676173.65,2748.8,2.8
Sesamum,2021,Whole Year,Nagaland,4664.81,4829.33,1134.37,684824.48,1443.69,1.04
Small millets,2021,Whole Year,Nagaland,464.11,649.69,1134.37,54231.34,148.66,1.4
Sugarcane,2021,Whole Year,Nagaland,5341.25,429766.82,1134.37,799807.22,1079.12,80.46
Sweet potato,2021,Whole Year,Nagaland,1410.66,1339.61,1134.37,112941.56,410.25,0.95
Tapioca,2021,Whole Year,Nagaland,6306.32,11576.74,1134.37,1145295.06,2819.68,1.84
Tobacco,2021,Whole Year,Nagaland,3109.52,7036.61,1134.37,276606.07,1244.09,2.26
Turmeric,2021,Whole Year,Nagaland,964.03,1530.45,1134.37,155387.17,314.39,1.59
Wheat,2021,Whole Year,Nagaland,2735.79,7515.39,1134.37,436392.1,1072.35,2.75
Bajra,2021,Whole Year,Nagaland,7023.62,10621.65,1134.37,1069078.18,1467.93,1.51
Black pepper,2021,Whole Year,Nagaland,6718.48,14113.17,1134.37,985584.29,2211.75,2.1
Cardamom,2021,Whole Year,Nagaland,8309.46,11473.33,1134.37,1237280.14,2067.57,1.38
Coriander,2021,Whole Year,Nagaland,9396.62,14259.33,1134.37,1546785.85,4108.31,1.52
Garlic,2021,Whole Year,Nagaland,1293.11,1293.27,1134.37,178153.72,547.48,1.0
Ginger,2021,Whole Year,Nagaland,6454.46,11123.58,1134.37,523652.75,2760.53,1.72
Groundnut,2021,Whole Year,Nagaland,5165.7,8999.7,1134.37,568605.91,1699.99,1.74
Horse-gram,2021,Whole Year,Nagaland,1454.45,1187.51,1134.37,203384.28,679.9,0.82
Jowar,2021,Whole Year,Nagaland,7010.97,10855.25,1134.37,1330931.42,3157.59,1.55
Ragi,2021,Whole Year,Nagaland,4550.16,6612.45,1134.37,716700.49,2187.71,1.45
Cashewnut,2021,Whole Year,Nagaland,3754.83,7315.4,1134.37,330022.64,839.0,1.95
Banana,2021,Whole Year,Nagaland,4870.43,254708.76,1134.37,668886.08,1998.65,52.3
Soyabean,2021,Whole Year,Nagaland,7849.04,10036.71,1134.37,771658.29,2064.6,1.28
Barley,2021,Whole Year,Nagaland,5485.15,5771.28,1134.37,650370.23,2484.45,1.05
Khesari,2021,Whole Year,Nagaland,8730.09,16302.04,1134.37,1687675.85,3220.61,1.87
Masoor,2021,Whole Year,Nagaland,5368.55,4998.01,1134.37,805140.96,1549.16,0.93
Moong(Green Gram),2021,Whole Year,Nagaland,3406.95,5212.93,1134.37,539178.21,1608.77,1.53
Other Kharif pulses,2021,Whole Year,Nagaland,7888.73,15498.02,1134.37,936430.1,3360.66,1.96
Safflower,2021,Whole Year,Nagaland,755.96,801.78,1134.37,145168.13,348.37,1.06
Sannhamp,2021,Whole Year,Nagaland,8561.4,20341.28,1134.37,1340036.3,3310.08,2.38
Sunflower,2021,Whole Year,Nagaland,1943.75,1743.26,1134.37,177974.0,859.04,0.9
Urad,2021,Whole Year,Nagaland,3782.2,5272.92,1134.37,546793.74,1568.23,1.39
Peas & beans (Pulses),2021,Whole Year,Nagaland,804.33,1550.41,1134.37,137489.68,392.41,1.93
other oilseeds,2021,Whole Year,Nagaland,8180.29,9495.56,1134.37,1492656.76,4087.08,1.16
Other Cereals,2021,Whole Year,Nagaland,5963.3,12509.84,1134.37,1130060.84,2265.51,2.1
Cowpea(Lobia),2021,Whole Year,Nagaland,6464.09,6207.56,1134.37,848069.67,3038.32,0.96
Oilseeds total,2021,Whole Year,Nagaland,6577.75,18625.34,1134.37,1295830.1,3038.83,2.83
Guar seed,2021,Whole Year,Nagaland,6115.08,12080.43,1134.37,1163038.2,2452.02,1.98
Other Summer Pulses,2021,Whole Year,Nagaland,1602.94,2306.41,1134.37,315918.4,614.49,1.44
Moth,2021,Whole Year,Nagaland,3148.37,3050.32,1134.37,624759.32,1477.83,0.97
Cotton(lint),2021,Kharif,Nagaland,8279.95,14434.26,1134.37,708866.03,2146.62,1.74
Maize,2021,Kharif,Nagaland,7262.46,45553.2,1134.37,1100026.11,1586.04,6.27
Rice,2021,Kharif,Nagaland,3977.85,21722.71,1134.37,753670.11,1892.87,5.46
Groundnut,2021,Kharif,Nagaland,9433.72,19169.77,1134.37,1253185.6,2418.37,2.03
Soyabean,2021,Kharif,Nagaland,6872.29,13028.51,1134.37,646119.45,2497.73,1.9
Gram,2021,Rabi,Nagaland,4515.7,3864.85,1134.37,413612.36,924.74,0.86
Potato,2021,Rabi,Nagaland,8778.89,716562.46,1134.37,1229255.16,2374.49,81.62
Rapeseed &Mustard,2021,Rabi,Nagaland,6371.65,9333.81,1134.37,866854.23,2648.81,1.46
Wheat,2021,Rabi,Nagaland,6128.95,31988.28,1134.37,1216438.53,2895.7,5.22
Arecanut,2021,Autumn,Nagaland,4740.99,8338.39,1134.37,735715.99,2185.04,1.76
Arhar/Tur,2021,Autumn,Nagaland,4877.7,9788.07,1134.37,624547.21,2348.12,2.01
Castor seed,2021,Autumn,Nagaland,1354.22,2820.28,1134.37,244200.39,281.99,2.08
Cotton(lint),2021,Autumn,Nagaland,9443.56,14639.33,1134.37,1631888.01,2637.07,1.55
Dry chillies,2021,Autumn,Nagaland,3457.36,5430.66,1134.37,510077.65,1559.79,1.57
Gram,2021,Autumn,Nagaland,1428.96,3619.0,1134.37,212328.02,585.36,2.53
Jute,2021,Autumn,Nagaland,9437.35,20758.82,1134.37,761372.11,2987.9,2.2
Linseed,2021,Autumn,Nagaland,7920.45,14384.96,1134.37,1230362.04,1754.36,1.82
Maize,2021,Autumn,Nagaland,1381.81,3334.53,1134.37,175775.95,467.74,2.41
Mesta,2021,Autumn,Nagaland,7637.56,10278.22,1134.37,892457.54,2611.93,1.35
Niger seed,2021,Autumn,Nagaland,7126.84,7605.57,1134.37,1212053.64,2731.85,1.07
Onion,2021,Autumn,Nagaland,7055.75,16192.78,1134.37,1278054.57,2773.1,2.29
Other Rabi pulses,2021,Autumn,Nagaland,8351.95,13056.63,1134.37,1592754.58,1951.83,1.56
Potato,2021,Autumn,Nagaland,3888.01,253630.67,1134.37,609420.43,1257.17,65.23
Rapeseed &Mustard,2021,Autumn,Nagaland,8649.23,10553.75,1134.37,969990.29,4297.92,1.22
Rice,2021,Autumn,Nagaland,7609.29,30993.62,1134.37,1193379.57,2892.01,4.07
Sesamum,2021,Autumn,Nagaland,3344.21,4993.49,1134.37,354998.64,1323.26,1.49
Small millets,2021,Autumn,Nagaland,4974.58,7441.08,1134.37,779434.28,1009.49,1.5
Sugarcane,2021,Autumn,Nagaland,1862.32,114527.41,1134.37,201381.8,658.71,61.5
Sweet potato,2021,Autumn,Nagaland,8184.36,12160.83,1134.37,1262937.44,3276.0,1.49
Tapioca,2021,Autumn,Nagaland,6183.88,11376.43,1134.37,1087331.06,2202.78,1.84
Tobacco,2021,Autumn,Nagaland,2544.8,6110.54,1134.37,500196.29,825.21,2.4
Turmeric,2021,Autumn,Nagaland,8849.48,8491.02,1134.37,1741673.98,3264.34,0.96
Wheat,2021,Autumn,Nagaland,1278.75,4821.88,1134.37,178525.34,431.39,3.77
Bajra,2021,Autumn,Nagaland,5322.83,4406.64,1134.37,654368.06,1499.02,0.83
Black pepper,2021,Autumn,Nagaland,8538.78,21419.95,1134.37,1434110.99,3632.83,2.51
Cardamom,2021,Autumn,Nagaland,3947.37,7499.3,1134.37,428074.16,1586.7,1.9
Coriander,2021,Autumn,Nagaland,6752.96,9473.45,1134.37,1278706.44,3254.47,1.4
Garlic,2021,Autumn,Nagaland,3393.06,4394.94,1134.37,633046.63,1111.43,1.3
Ginger,2021,Autumn,Nagaland,7242.38,8371.49,1134.37,606612.91,2248.36,1.16
Groundnut,2021,Autumn,Nagaland,4638.6,5458.45,1134.37,898369.78,1232.44,1.18
Horse-gram,2021,Autumn,Nagaland,2931.27,2453.1,1134.37,288329.06,982.11,0.84
Jowar,2021,Autumn,Nagaland,4688.23,9043.57,1134.37,708550.23,1135.8,1.93
Ragi,2021,Autumn,Nagaland,7315.16,7764.87,1134.37,1382762.09,3448.74,1.06
Cashewnut,2021,Autumn,Nagaland,1133.7,1873.27,1134.37,219143.09,351.8,1.65
Banana,2021,Autumn,Nagaland,343.0,11551.28,1134.37,58956.44,168.23,33.68
Soyabean,2021,Autumn,Nagaland,4799.66,5658.69,1134.37,744758.0,1078.14,1.18
Barley,2021,Autumn,Nagaland,3452.43,6206.88,1134.37,404008.08,1061.1,1.8
Khesari,2021,Autumn,Nagaland,6451.26,10142.2,1134.37,679906.22,3122.75,1.57
Masoor,2021,Autumn,Nagaland,6520.27,6270.23,1134.37,728568.65,2160.59,0.96
Moong(Green Gram),2021,Autumn,Nagaland,8251.79,19717.93,1134.37,1222856.18,3140.13,2.39
Other Kharif pulses,2021,Autumn,Nagaland,6705.59,14323.06,1134.37,1263823.67,2209.15,2.14
Safflower,2021,Autumn,Nagaland,6452.87,8102.33,1134.37,757432.28,1673.95,1.26
Sannhamp,2021,Autumn,Nagaland,5819.42,7491.09,1134.37,967180.82,2409.93,1.29
